StudyHours, Attendance, PastScore, Internet, SleepHours, Passed
4,69,40,No,7,No
4,57,78,No,8,No
7,58,40,No,5,No
7,56,70,Yes,6,Yes
8,63,91,Yes,4,No
5,77,81,No,8,No
7,51,69,No,6,No
8,92,34,Yes,4,No
9,57,51,Yes,6,Yes
3,62,66,No,6,No
3,70,40,Yes,4,Yes
4,96,73,No,4,Yes
5,77,82,Yes,7,No
1,84,90,No,8,No
7,72,42,Yes,8,Yes
9,95,40,No,6,No
8,64,40,Yes,5,Yes
5,51,36,Yes,5,Yes
4,61,46,No,6,No
7,85,77,No,7,No
5,52,43,Yes,4,No
7,54,92,Yes,6,Yes
1,52,93,No,8,Yes
1,96,94,Yes,5,No
3,68,63,Yes,5,No
2,51,38,Yes,5,Yes
2,93,66,Yes,7,Yes
7,86,59,Yes,8,No
2,66,70,No,7,Yes
4,63,74,Yes,4,No
2,77,76,Yes,6,Yes
6,76,36,No,6,No
8,59,43,No,5,No
4,52,77,No,5,Yes
5,85,35,No,4,Yes
4,87,63,No,7,No
3,74,75,Yes,8,No
5,71,88,Yes,4,No
9,97,37,Yes,6,No
8,88,53,No,6,Yes
8,96,33,No,7,No
8,79,30,No,4,Yes
8,70,63,Yes,8,Yes
7,79,38,Yes,4,No
8,77,92,Yes,4,Yes
8,80,39,Yes,7,Yes
8,75,39,Yes,8,No
7,92,79,Yes,6,No
1,71,73,No,5,No
4,70,77,Yes,8,No
4,50,35,Yes,6,No
5,86,53,Yes,7,Yes
6,62,87,Yes,8,No
4,70,93,Yes,8,No
2,95,85,No,6,Yes
6,58,41,Yes,6,No
8,66,64,Yes,4,No
8,96,35,No,4,No
7,70,94,No,8,Yes
6,80,89,Yes,5,No
2,88,58,Yes,7,No
7,71,67,Yes,6,No
5,61,51,Yes,4,No
6,55,37,Yes,7,No
8,65,92,No,8,Yes
8,75,42,No,6,No
3,54,56,Yes,6,No
7,58,47,Yes,4,No
1,95,47,No,5,No
1,89,91,No,6,No
7,63,43,Yes,5,Yes
9,93,40,Yes,7,Yes
7,91,46,Yes,6,No
5,79,80,Yes,6,No
8,75,43,Yes,5,Yes
2,94,86,Yes,4,Yes
9,78,35,No,8,Yes
6,68,86,No,7,No
9,96,33,No,6,Yes
2,57,40,No,4,No
3,72,40,Yes,6,No
8,91,37,No,7,Yes
1,84,88,No,8,No
7,80,50,Yes,6,No
7,84,94,No,5,Yes
1,81,53,Yes,4,No
9,54,59,Yes,8,Yes
8,65,86,No,6,Yes
4,66,46,No,8,Yes
5,81,88,No,5,No
2,87,60,Yes,6,Yes
9,81,93,No,8,Yes
6,69,77,Yes,6,No
3,97,52,No,6,Yes
7,51,59,Yes,8,No
9,69,84,No,6,No
3,96,36,No,5,Yes
2,67,41,Yes,8,Yes
7,50,89,No,8,No
7,78,81,No,5,Yes
4,78,56,Yes,5,No
9,68,41,No,5,Yes
8,93,42,No,6,No
1,89,91,Yes,6,Yes
1,55,58,No,7,Yes
5,93,64,Yes,6,No
6,88,89,No,5,Yes
3,99,58,No,7,Yes
9,95,60,Yes,5,No
6,57,90,No,4,No
4,73,31,Yes,8,No
7,69,62,Yes,4,Yes
8,63,91,No,5,Yes
9,54,88,Yes,6,No
6,90,69,No,8,No
6,89,78,Yes,6,Yes
8,83,61,No,6,No
5,65,67,No,8,No
3,94,42,Yes,8,No
3,56,83,No,4,Yes
6,65,42,No,5,Yes
2,56,68,No,6,No
6,76,52,Yes,5,Yes
6,63,43,No,5,Yes
8,63,46,No,7,No
7,93,53,Yes,4,Yes
8,82,87,No,6,No
9,82,92,Yes,8,Yes
6,93,63,Yes,8,No
3,69,80,No,5,No
3,96,39,Yes,4,No
1,85,50,No,4,Yes
5,56,66,No,6,No
4,81,36,No,6,Yes
9,97,42,Yes,5,No
9,52,59,Yes,5,Yes
5,88,60,No,5,No
4,78,34,No,7,No
7,73,61,Yes,4,Yes
6,71,45,No,5,No
4,55,51,Yes,4,No
2,97,93,Yes,8,Yes
1,73,73,No,8,Yes
4,89,69,No,4,No
4,72,66,No,8,No
1,87,45,Yes,8,Yes
6,59,72,Yes,8,No
4,65,92,Yes,6,No
1,60,44,Yes,6,Yes
1,81,73,No,4,No
1,94,38,Yes,4,No
8,55,94,No,7,Yes
8,73,73,Yes,6,No
2,82,49,Yes,4,No
7,61,62,No,6,No
8,76,35,Yes,7,No
8,87,60,No,4,No
7,67,47,Yes,4,Yes
5,94,57,No,4,No
1,88,94,Yes,4,No
9,62,74,Yes,5,Yes
7,89,87,No,6,No
2,79,76,No,6,No
6,98,81,No,6,No
2,90,65,Yes,7,Yes
1,62,30,Yes,5,No
7,83,68,Yes,6,Yes
2,85,30,Yes,6,Yes
2,79,43,Yes,4,No
5,74,52,Yes,4,Yes
5,51,72,No,4,Yes
7,85,51,Yes,6,Yes
1,67,89,Yes,4,Yes
8,54,56,No,6,No
3,68,85,No,7,No
4,91,31,No,7,No
9,67,68,No,8,No
4,81,80,No,5,Yes
5,70,48,Yes,4,No
7,59,91,Yes,4,No
4,86,92,No,5,Yes
1,98,34,No,5,No
9,71,90,Yes,8,Yes
4,62,36,No,5,No
9,66,79,Yes,6,No
6,58,75,Yes,4,No
1,73,43,No,5,Yes
3,93,94,Yes,6,No
2,63,94,Yes,5,No
9,95,86,Yes,6,Yes
1,57,91,Yes,7,No
9,86,49,No,6,No
9,68,55,No,8,Yes
8,77,73,No,6,Yes
8,95,91,No,5,No
1,90,74,No,7,Yes
8,79,40,Yes,7,Yes
3,56,63,Yes,6,Yes
7,75,75,Yes,5,No
1,89,61,Yes,7,No
1,95,34,No,6,Yes
5,95,92,No,6,Yes
5,60,58,Yes,6,No
8,63,77,No,7,Yes
7,70,45,Yes,4,Yes
8,57,54,Yes,5,No
6,52,58,No,8,No
6,77,81,No,8,No
2,78,75,No,5,Yes
6,72,54,Yes,4,Yes
5,67,52,No,5,Yes
3,84,63,Yes,6,No
6,62,63,No,5,Yes
8,61,61,Yes,5,No
9,96,58,No,7,No
1,99,38,Yes,8,Yes
3,54,86,Yes,8,No
3,88,68,No,6,Yes
8,60,36,Yes,6,Yes
1,60,37,No,7,No
5,96,47,No,6,Yes
3,91,78,No,4,No
2,96,45,Yes,7,No
8,80,50,No,7,No
3,80,39,Yes,5,Yes
7,62,33,No,5,Yes
1,63,73,No,4,Yes
6,98,37,Yes,7,No
3,94,84,Yes,7,No
8,91,48,No,5,Yes
6,74,93,Yes,8,No
2,82,69,No,8,Yes
6,82,80,Yes,5,Yes
7,64,38,Yes,6,Yes
5,65,59,No,7,Yes
3,93,85,Yes,4,No
4,87,73,No,8,Yes
4,55,88,No,6,No
6,93,44,Yes,7,No
1,74,90,No,6,Yes
4,64,52,Yes,7,Yes
4,53,76,Yes,7,No
1,53,46,No,5,Yes
9,79,86,Yes,5,No
4,83,83,No,4,No
7,76,81,No,4,No
3,80,51,Yes,6,No
3,81,68,Yes,5,Yes
8,93,42,No,7,Yes
8,88,81,No,5,Yes
1,58,43,No,7,No
2,90,92,Yes,5,Yes
8,57,57,Yes,7,No
1,63,75,No,6,No
8,82,57,Yes,5,No
8,72,31,No,8,Yes
2,70,46,Yes,8,Yes
4,61,88,No,7,No
6,51,81,No,6,Yes
9,62,33,No,7,No
8,53,32,No,6,Yes
8,69,66,No,4,Yes
7,99,53,No,5,Yes
9,97,64,Yes,6,No
2,63,31,No,7,Yes
3,79,62,No,4,Yes
8,78,39,No,7,No
6,57,91,No,8,Yes
9,61,72,No,8,No
4,90,88,Yes,5,Yes
8,87,38,No,5,No
3,75,89,No,4,No
3,99,92,No,8,Yes
8,51,81,No,6,No
5,89,52,Yes,8,No
3,63,59,Yes,5,Yes
1,55,72,No,7,Yes
3,91,50,No,4,Yes
9,89,72,Yes,8,Yes
5,80,36,No,6,No
2,66,45,Yes,6,No
7,74,52,No,6,Yes
2,81,87,Yes,4,Yes
4,61,60,Yes,6,Yes
7,98,35,No,6,Yes
4,62,94,No,8,No
7,68,88,No,4,No
7,93,57,No,7,No
1,97,47,Yes,7,No
6,74,39,Yes,6,No
9,80,36,No,5,Yes
2,86,66,Yes,4,Yes
3,74,74,No,5,No
5,65,45,No,4,No
9,87,43,No,4,Yes
4,92,40,Yes,8,No
1,98,63,No,6,No
4,72,89,Yes,8,No
6,63,42,No,5,No
5,55,68,Yes,5,Yes
1,74,73,Yes,7,No
4,72,57,Yes,8,No
6,92,69,Yes,8,No
4,61,45,No,8,No
9,62,79,Yes,7,No
5,85,57,Yes,8,Yes
8,88,89,No,8,Yes
9,83,41,Yes,8,Yes
5,55,45,No,8,No
6,87,82,Yes,5,No
1,99,83,No,6,Yes
7,89,78,Yes,5,Yes
4,57,65,Yes,8,No
2,57,91,Yes,4,No
5,89,55,Yes,4,Yes
3,82,85,No,7,No
6,83,51,Yes,5,No
8,93,78,No,7,Yes
7,64,31,No,7,No
3,85,82,No,4,No
8,84,36,No,5,No
2,95,49,Yes,6,Yes
9,71,59,Yes,5,No
4,72,88,Yes,7,No
1,89,32,Yes,8,Yes
8,94,85,Yes,7,No
7,71,46,Yes,5,No
5,54,81,No,4,No
5,80,36,No,5,Yes
7,62,34,Yes,6,Yes
5,77,83,Yes,8,No
8,69,90,Yes,8,Yes
6,82,45,No,7,Yes
5,65,88,Yes,5,Yes
9,78,76,Yes,4,Yes
2,72,77,Yes,6,Yes
1,73,93,No,7,Yes
8,83,79,No,5,Yes
3,56,70,Yes,4,Yes
7,87,51,No,5,Yes
8,86,83,No,4,No
6,53,34,No,5,Yes
9,83,46,Yes,5,Yes
7,91,70,Yes,7,No
5,71,64,No,5,No
8,54,69,No,5,No
2,99,51,No,7,No
7,91,77,Yes,7,Yes
4,72,82,No,8,Yes
9,64,39,No,8,Yes
1,80,47,Yes,7,No
7,58,78,No,6,Yes
6,92,59,No,4,Yes
8,74,48,Yes,7,No
5,74,84,No,8,No
1,98,89,No,5,No
1,70,50,No,7,No
9,58,55,No,7,No
6,97,57,Yes,8,Yes
5,87,68,Yes,8,No
1,71,62,Yes,6,No
6,92,69,No,8,Yes
6,72,58,Yes,8,Yes
3,98,49,Yes,8,Yes
8,53,49,No,5,No
1,78,41,Yes,7,No
1,64,54,No,7,Yes
6,50,54,No,8,Yes
1,79,33,No,6,No
6,78,33,Yes,8,Yes
1,69,38,Yes,6,Yes
6,82,44,No,7,Yes
3,90,55,Yes,6,Yes
8,93,61,No,6,No
6,85,81,Yes,4,No
1,71,61,Yes,6,No
5,62,38,Yes,6,Yes
8,56,42,Yes,5,No
3,57,85,Yes,7,No
6,77,73,No,8,Yes
5,94,59,Yes,4,Yes
6,92,45,Yes,6,No
1,58,41,Yes,5,Yes
7,74,47,Yes,5,Yes
9,65,42,Yes,8,No
2,59,53,No,8,No
5,60,41,No,7,No
4,80,89,No,6,Yes
6,61,89,Yes,5,Yes
6,80,30,Yes,4,Yes
2,63,72,No,7,Yes
2,93,84,No,6,Yes
4,81,69,No,8,Yes
1,99,93,No,6,No
9,66,63,Yes,8,No
7,84,63,No,6,Yes
7,50,77,Yes,4,No
3,78,62,No,7,No
3,53,59,Yes,8,No
1,72,58,Yes,4,Yes
3,77,52,Yes,5,No
3,65,63,No,4,No
4,61,44,Yes,4,Yes
4,70,82,Yes,4,Yes
3,94,46,No,8,Yes
8,66,93,No,5,No
8,89,90,No,7,No
1,62,86,No,4,No
7,81,66,No,8,Yes
2,86,36,No,8,Yes
1,99,37,Yes,7,Yes
3,64,50,Yes,6,No
4,61,90,No,5,No
6,98,58,No,5,No
5,64,54,Yes,4,Yes
4,83,87,Yes,6,Yes
8,55,43,Yes,5,No
4,66,83,No,4,No
2,97,59,Yes,6,No
3,98,47,Yes,8,Yes
6,69,83,No,4,No
8,58,50,No,6,Yes
8,54,82,No,7,No
9,72,45,Yes,5,No
7,82,57,No,4,No
2,87,33,Yes,8,No
8,63,84,Yes,4,No
7,66,44,No,5,No
8,68,93,Yes,5,No
3,82,94,No,6,No
7,50,45,No,8,No
9,62,49,No,6,No
3,95,93,No,8,Yes
6,76,62,Yes,4,Yes
2,55,87,No,4,No
2,55,68,Yes,6,No
5,82,65,Yes,7,Yes
5,79,50,No,5,Yes
7,95,92,Yes,6,Yes
2,84,35,No,6,No
7,72,53,No,4,No
5,59,82,No,5,No
6,68,79,Yes,6,No
8,77,41,No,4,Yes
4,72,85,No,4,Yes
7,53,44,Yes,6,Yes
6,69,69,No,6,Yes
2,68,70,No,4,No
8,91,35,No,6,Yes
9,76,62,No,5,Yes
5,83,72,No,4,No
4,53,50,No,4,No
6,87,94,Yes,6,No
8,56,46,No,6,Yes
3,97,37,No,6,Yes
1,56,93,No,5,No
4,99,57,No,4,No
4,75,42,Yes,7,No
1,75,42,No,5,No
9,68,67,Yes,5,Yes
3,58,54,No,4,No
5,69,91,No,7,Yes
6,91,52,Yes,4,No
8,94,50,Yes,5,No
6,99,83,No,6,Yes
3,65,92,No,4,No
6,66,59,No,4,No
1,71,61,No,6,No
4,62,53,No,7,Yes
6,61,36,No,7,Yes
7,59,30,Yes,4,No
3,50,32,No,6,No
9,81,57,No,4,Yes
7,79,72,No,6,Yes
1,57,75,Yes,5,Yes
2,70,30,Yes,6,No
1,71,67,Yes,4,No
9,67,64,No,8,No
9,51,83,Yes,7,No
7,97,53,No,4,Yes
3,93,57,No,6,Yes
5,58,51,No,6,Yes
4,52,45,No,7,No
7,75,42,No,4,Yes
9,70,91,No,8,No
2,79,72,No,5,Yes
8,77,61,Yes,8,No
9,85,86,Yes,5,No
9,75,94,Yes,5,Yes
7,83,78,No,4,Yes
9,57,62,Yes,5,Yes
9,59,48,No,6,Yes
3,97,65,Yes,5,Yes
4,92,44,Yes,5,Yes
2,99,53,No,7,No
3,63,56,Yes,7,Yes
5,89,78,No,4,No
5,64,52,Yes,4,No
6,66,62,Yes,6,No
7,67,70,Yes,7,Yes
7,81,85,No,8,Yes
1,87,58,No,4,Yes
2,72,60,Yes,4,Yes
9,95,94,Yes,7,Yes
2,72,47,No,7,Yes
6,84,35,Yes,6,No
1,88,81,Yes,7,No
3,64,69,No,5,No
2,73,94,Yes,8,No
3,77,71,Yes,5,No
5,65,61,No,5,Yes
6,65,39,No,5,Yes
9,89,38,No,4,No
4,88,90,No,5,No
7,55,40,Yes,4,No
6,51,37,No,7,Yes
2,62,78,No,8,Yes
8,93,53,Yes,8,Yes
7,96,62,No,5,Yes
7,58,48,No,8,Yes
8,83,31,Yes,4,Yes
1,66,84,No,7,Yes
1,76,40,No,5,No
8,78,46,Yes,6,No
4,86,71,No,8,Yes
5,92,90,No,8,No
8,71,32,Yes,5,Yes
5,73,64,Yes,8,No
4,56,30,No,8,Yes
6,83,36,No,6,Yes
5,97,49,No,4,No
7,61,72,Yes,5,Yes
7,72,35,No,5,No
4,64,84,No,6,Yes
5,82,50,Yes,6,No
3,62,80,No,4,Yes
4,72,75,No,7,No
4,87,64,No,5,Yes
3,81,37,Yes,8,No
5,94,45,Yes,4,No
5,99,93,No,5,No
7,84,31,No,4,No
4,50,30,Yes,7,Yes
4,96,87,No,5,No
9,94,30,Yes,8,Yes
6,54,36,Yes,5,Yes
4,62,47,Yes,4,Yes
2,54,61,Yes,7,Yes
6,81,74,Yes,4,Yes
2,70,62,No,4,Yes
5,73,78,Yes,6,Yes
6,67,62,No,4,Yes
4,70,57,No,7,No
3,59,82,No,8,No
7,73,73,Yes,6,Yes
2,89,84,No,4,No
6,96,39,No,5,No
4,70,43,No,6,Yes
6,74,65,Yes,7,No
4,72,63,No,5,No
4,71,47,Yes,7,No
4,53,45,Yes,5,Yes
9,83,66,No,8,Yes
7,55,70,No,7,No
3,77,54,Yes,5,Yes
3,80,37,Yes,7,Yes
6,84,47,No,6,No
6,88,77,No,7,No
4,91,47,No,7,No
9,72,47,No,5,No
4,55,85,No,7,Yes
9,65,52,Yes,8,Yes
4,51,64,Yes,4,Yes
2,73,35,Yes,6,Yes
2,66,55,Yes,5,Yes
5,94,90,Yes,7,Yes
4,50,44,No,7,Yes
7,55,61,Yes,7,Yes
5,54,41,No,6,Yes
6,94,34,Yes,4,No
4,99,93,Yes,8,Yes
2,78,56,No,8,Yes
9,61,74,Yes,5,Yes
7,88,64,Yes,4,No
4,96,55,Yes,4,No
3,52,52,Yes,6,Yes
3,97,42,No,7,Yes
9,50,32,Yes,4,No
5,76,58,Yes,7,Yes
3,97,93,Yes,6,No
5,73,57,Yes,5,Yes
2,93,65,Yes,5,No
4,68,35,Yes,7,No
2,57,40,Yes,7,Yes
2,93,67,Yes,4,No
8,96,63,No,6,No
1,51,75,No,5,No
7,79,58,No,4,Yes
5,79,89,Yes,8,Yes
8,98,83,Yes,4,No
1,88,38,No,7,No
7,94,39,No,8,Yes
5,81,87,No,4,Yes
4,50,81,No,6,Yes
7,87,63,Yes,5,No
2,62,64,No,8,Yes
1,60,62,Yes,6,Yes
1,59,61,No,4,Yes
1,97,84,Yes,7,Yes
5,75,37,Yes,7,No
7,69,75,Yes,6,No
2,66,43,Yes,7,Yes
8,66,37,No,5,No
4,53,83,Yes,6,Yes
3,54,50,Yes,6,No
8,72,43,No,7,Yes
2,95,31,No,6,Yes
3,59,90,No,4,No
3,95,46,No,8,Yes
1,77,77,Yes,8,Yes
6,82,37,No,7,No
2,92,85,Yes,5,Yes
1,75,46,No,5,No
2,99,41,Yes,7,Yes
6,97,67,No,7,Yes
4,78,47,No,6,No
6,76,55,No,5,No
9,67,66,No,8,Yes
8,89,70,Yes,7,Yes
1,59,71,No,8,No
8,91,70,Yes,8,No
9,54,76,Yes,5,Yes
6,59,43,No,8,Yes
5,99,30,No,6,Yes
6,70,46,Yes,6,No
6,73,84,Yes,5,Yes
9,87,82,Yes,6,No
4,52,60,Yes,7,Yes
2,89,91,Yes,5,No
9,80,37,No,8,Yes
2,90,59,No,7,No
9,86,74,Yes,5,No
2,51,47,No,8,Yes
8,51,74,Yes,8,No
9,88,48,No,8,No
9,98,79,Yes,8,No
9,91,54,No,8,Yes
2,93,67,No,5,Yes
4,83,65,Yes,6,Yes
7,91,85,No,8,Yes
2,69,68,Yes,7,No
1,82,92,Yes,5,No
3,53,36,No,4,Yes
4,94,87,Yes,6,No
8,93,88,No,7,No
6,60,77,No,8,Yes
2,91,34,Yes,5,Yes
9,96,65,No,5,No
2,54,54,Yes,8,Yes
5,74,74,Yes,7,No
4,98,48,No,5,No
7,86,36,Yes,6,Yes
8,83,87,No,7,Yes
5,58,68,No,8,No
5,55,47,Yes,7,Yes
2,67,30,No,7,No
8,63,92,Yes,4,No
2,68,32,Yes,8,Yes
6,63,50,Yes,6,Yes
8,89,59,Yes,8,Yes
6,66,40,No,4,Yes
4,84,51,Yes,8,No
4,78,86,Yes,8,Yes
6,91,32,Yes,6,Yes
4,66,59,No,4,Yes
8,92,74,No,8,No
9,57,65,Yes,8,Yes
1,50,93,No,5,Yes
4,94,83,No,8,Yes
4,85,79,Yes,6,Yes
2,56,60,Yes,5,Yes
6,95,58,No,4,No
3,54,88,No,7,No
7,73,65,No,6,No
5,77,40,Yes,4,Yes
4,92,40,No,5,Yes
5,66,55,No,7,No
8,86,82,No,4,Yes
3,69,43,No,6,No
7,52,93,Yes,5,Yes
6,86,39,Yes,6,No
1,75,60,Yes,6,No
7,64,65,No,5,Yes
7,97,39,Yes,8,Yes
1,57,55,No,6,Yes
9,62,49,No,5,Yes
6,97,73,Yes,6,Yes
2,52,91,No,8,No
5,50,38,No,5,Yes
4,58,53,No,4,No
7,80,41,Yes,4,Yes
8,90,89,Yes,4,No
1,75,45,Yes,7,No
5,66,58,Yes,6,No
3,83,61,Yes,6,Yes
1,58,64,Yes,5,No
3,62,72,Yes,7,Yes
6,54,82,Yes,6,No
7,90,49,Yes,5,Yes
8,62,37,Yes,8,No
4,50,71,No,6,Yes
3,74,45,Yes,6,Yes
5,96,82,No,8,No
9,53,74,No,8,No
6,85,80,Yes,6,Yes
9,59,35,Yes,8,No
6,77,62,No,5,Yes
2,55,44,Yes,6,Yes
5,76,43,Yes,6,No
9,61,68,No,4,Yes
8,97,92,Yes,6,No
7,52,34,Yes,4,Yes
1,95,81,No,8,Yes
4,82,45,No,8,Yes
7,59,67,No,5,Yes
7,80,82,Yes,4,No
6,64,82,No,6,Yes
8,56,75,Yes,4,No
6,85,44,Yes,8,Yes
3,63,88,Yes,8,Yes
4,97,79,No,5,No
3,63,38,Yes,8,Yes
1,52,55,Yes,4,Yes
5,98,32,No,6,No
1,95,76,No,6,Yes
1,99,34,Yes,4,Yes
2,52,91,No,5,Yes
4,71,34,Yes,6,No
6,68,39,Yes,4,No
8,84,92,Yes,4,No
3,61,54,No,8,No
1,54,73,No,8,No
3,59,54,Yes,5,No
3,90,59,Yes,5,No
5,82,43,Yes,5,No
4,62,72,Yes,4,Yes
4,84,57,No,4,No
9,81,48,No,8,Yes
7,60,71,No,6,Yes
4,97,49,No,5,Yes
3,87,40,No,7,Yes
6,73,83,Yes,5,Yes
3,84,53,No,8,No
6,68,46,Yes,4,No
9,55,57,Yes,8,Yes
6,89,79,No,8,No
4,94,84,No,8,No
5,93,39,Yes,7,No
6,91,50,Yes,7,No
3,84,87,Yes,5,No
8,53,63,No,4,Yes
4,82,72,No,8,Yes
8,62,40,No,6,Yes
3,85,62,No,5,Yes
7,92,87,Yes,5,Yes
9,68,75,No,8,No
4,92,90,Yes,5,No
8,61,91,No,8,Yes
3,60,30,No,5,Yes
7,55,50,No,4,No
3,61,91,Yes,5,No
7,76,93,Yes,5,Yes
6,90,85,No,6,Yes
2,74,30,Yes,4,No
3,91,50,Yes,4,No
6,52,51,No,4,Yes
4,52,83,No,5,No
6,69,33,Yes,7,No
1,77,94,No,5,Yes
1,72,80,Yes,8,No
3,97,92,Yes,6,Yes
8,52,44,No,4,No
8,91,65,Yes,8,Yes
4,73,58,No,8,No
6,92,81,Yes,7,No
8,89,75,Yes,4,Yes
7,55,58,Yes,5,Yes
7,69,76,Yes,4,No
4,60,54,Yes,6,Yes
9,81,45,Yes,4,Yes
6,76,70,No,8,No
3,70,94,Yes,8,No
5,93,49,Yes,5,No
5,97,65,Yes,5,Yes
5,99,87,No,5,No
8,62,77,Yes,6,No
9,71,31,Yes,4,Yes
9,84,58,Yes,7,Yes
6,96,45,No,4,Yes
6,71,64,No,5,No
9,77,91,No,6,Yes
4,70,33,Yes,4,No
6,95,80,Yes,8,No
4,67,62,Yes,4,No
1,80,53,No,8,No
7,95,54,Yes,4,Yes
6,86,57,No,4,Yes
9,70,36,No,4,Yes
7,63,65,Yes,5,Yes
7,74,39,Yes,8,No
2,76,65,No,6,Yes
9,89,47,Yes,7,No
9,72,35,No,8,Yes
6,80,36,No,5,Yes
3,96,41,Yes,8,No
1,78,70,Yes,6,No
4,96,92,Yes,8,No
3,79,54,Yes,5,Yes
1,75,82,Yes,5,No
3,69,62,Yes,7,Yes
4,87,35,Yes,6,No
8,68,91,No,7,Yes
9,76,38,Yes,4,No
3,74,45,Yes,5,No
6,89,84,Yes,7,No
5,87,69,Yes,5,No
6,72,55,No,5,Yes
4,78,67,Yes,4,Yes
6,64,64,No,5,Yes
7,52,88,No,7,Yes
9,59,43,No,6,No
7,64,76,No,8,No
6,65,71,No,7,Yes
1,66,80,Yes,4,Yes
2,68,48,No,8,Yes
1,60,76,No,5,Yes
9,97,94,Yes,7,Yes
9,54,71,No,8,No
7,54,67,Yes,7,No
2,63,42,Yes,5,Yes
6,99,73,Yes,7,Yes
4,75,53,Yes,4,No
1,57,59,No,8,Yes
1,54,67,No,8,Yes
5,56,52,No,8,No
2,65,86,Yes,7,No
4,63,52,Yes,5,No
1,86,65,Yes,7,Yes
4,90,86,No,7,Yes
6,53,30,Yes,8,No
4,85,32,No,5,Yes
1,97,43,No,6,Yes
7,66,63,Yes,5,Yes
2,96,80,Yes,7,Yes
9,85,58,Yes,4,Yes
3,55,77,Yes,5,No
8,65,45,Yes,8,Yes
8,78,86,No,4,No
3,85,39,No,6,No
4,87,48,Yes,6,Yes
2,86,65,Yes,4,No
4,97,33,Yes,6,No
9,97,62,No,4,Yes
2,59,57,No,7,No
3,90,38,No,4,Yes
4,85,35,No,7,Yes
5,78,78,Yes,8,No
1,63,51,No,8,Yes
7,53,77,No,6,No
7,93,50,Yes,4,No
9,91,62,Yes,7,Yes
4,85,85,No,8,Yes
6,99,58,Yes,8,Yes
2,94,82,Yes,8,Yes
4,62,69,Yes,6,Yes
2,95,47,No,8,Yes
5,67,76,No,5,Yes
7,82,42,Yes,6,Yes
1,70,56,Yes,4,Yes
7,65,91,No,5,Yes
6,64,74,No,6,No
6,54,32,Yes,6,No
8,55,51,Yes,7,Yes
8,87,56,No,5,Yes
6,52,84,Yes,5,Yes
3,97,62,No,5,Yes
5,61,31,Yes,8,Yes
2,85,75,No,8,No
5,82,62,Yes,4,Yes
9,85,87,No,4,Yes
1,82,36,Yes,4,No
5,80,44,Yes,8,Yes
6,70,55,Yes,7,Yes
7,76,40,Yes,4,No
9,76,67,No,6,Yes
6,57,56,Yes,8,Yes
5,86,36,No,7,No
7,81,30,No,6,Yes
1,75,50,Yes,6,No
5,51,59,No,8,Yes
2,61,37,Yes,5,No
4,71,32,No,7,No
7,66,84,Yes,8,Yes
5,56,44,Yes,5,No
6,92,65,No,8,No
2,53,35,No,8,Yes
3,86,71,Yes,6,No
7,87,79,No,8,No
2,81,47,Yes,5,Yes
6,60,79,Yes,6,No
5,50,59,No,5,Yes
1,74,68,Yes,5,No
4,91,41,No,6,No
2,73,88,Yes,5,No
4,92,73,Yes,4,No
1,66,33,Yes,8,Yes
2,57,65,No,6,No
8,94,77,Yes,6,Yes
6,76,43,Yes,4,Yes
2,67,78,No,4,No
6,76,38,Yes,4,Yes
9,71,50,No,4,No
7,65,45,No,7,Yes
9,51,45,No,6,No
5,54,57,Yes,5,Yes
7,67,80,No,6,Yes
7,52,85,Yes,6,No
3,76,86,No,6,No
7,66,81,Yes,4,Yes
1,65,75,No,4,Yes
9,55,67,No,7,Yes
6,56,77,No,6,Yes
5,99,70,Yes,8,Yes
7,63,88,No,7,Yes
5,87,56,Yes,4,No
5,89,61,Yes,6,No
7,64,85,Yes,4,No
7,96,39,Yes,5,Yes
3,96,69,Yes,4,Yes
3,97,46,Yes,4,No
3,82,87,No,7,No
6,92,35,No,5,No
6,76,68,Yes,8,No
3,78,47,Yes,8,No
3,86,71,No,8,No
8,54,33,No,6,No
8,78,49,Yes,8,No
7,81,57,No,6,Yes
4,55,69,Yes,4,No
4,51,94,No,8,No
3,55,73,No,7,No
5,95,52,No,5,Yes
3,92,86,No,5,No
8,53,76,No,4,Yes
7,78,42,Yes,5,Yes
3,74,45,Yes,5,Yes
9,58,84,No,4,Yes
5,52,94,Yes,4,Yes
9,75,45,Yes,4,No
7,97,66,No,7,No
7,92,81,Yes,4,Yes
6,76,39,Yes,4,Yes
2,85,67,No,4,Yes
9,81,73,Yes,8,Yes
6,50,83,No,8,Yes
8,65,80,No,7,No
1,97,81,Yes,7,Yes
5,60,88,No,5,Yes
1,75,42,Yes,8,Yes
8,89,70,Yes,7,No
8,50,41,No,7,No
1,75,79,Yes,5,No
9,77,86,Yes,4,Yes
2,58,79,Yes,6,Yes
9,93,86,Yes,5,No
1,71,83,Yes,6,No
9,57,37,Yes,5,No
4,98,92,Yes,5,Yes
9,91,38,No,4,Yes
7,76,89,Yes,7,No
6,88,92,No,8,No
5,68,32,No,5,Yes
9,74,42,Yes,4,No
2,87,38,No,6,Yes
2,70,81,No,7,No
9,73,91,No,5,Yes
3,73,37,Yes,6,Yes
8,68,74,No,5,No
9,99,82,No,8,Yes
8,96,92,No,8,Yes
4,51,86,No,7,No
1,63,83,No,6,Yes
4,81,48,No,8,No
9,91,75,Yes,4,Yes
2,81,39,No,7,No
3,77,47,No,5,Yes
